ID,文物类型,文物ID,mapping_id,关系谓词,属性值,置信度,created_at
17251,jade,2041,88,P45 consists o(由...构成)f,白色带筋络状青灰色,0.8,2025-12-01 23:31:11
17252,jade,2041,91,$P43\text{ has measurement}$,"{'height': 2.5, 'diameter': 2.2, 'hole_diameter': 0.7, 'length': 3, 'width': 2.6}",0.8,2025-12-01 23:31:11
17253,jade,2041,87,P108i was produced by(被生产于),"中间钻0.7厘米小孔, 孔深1.5厘米作为卯眼",0.8,2025-12-01 23:31:11
17254,jade,2041,99,P103 was intended for (被意图用于),兵器仪仗,0.8,2025-12-01 23:31:11
17255,jade,2041,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17256,jade,2042,90,P1\text{ is identified by},M12:28,0.8,2025-12-01 23:31:11
17257,jade,2042,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17258,jade,2042,91,$P43\text{ has measurement}$,"{'height': 2.1, 'width': 3.3, 'thickness': 0.7, 'hole_diameter': 0.4}",0.8,2025-12-01 23:31:11
17259,jade,2042,87,P108i was produced by(被生产于),二边钻0.4厘米，小孔再琢成长2.2、深1厘米的卯槽,0.8,2025-12-01 23:31:11
17260,jade,2042,99,P103 was intended for (被意图用于),兵器仪仗,0.8,2025-12-01 23:31:11
17261,jade,2042,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17262,jade,2043,90,P1\text{ is identified by},M12:29,0.8,2025-12-01 23:31:11
17263,jade,2043,88,P45 consists o(由...构成)f,色洁白,0.8,2025-12-01 23:31:11
17264,jade,2043,91,$P43\text{ has measurement}$,"{'diameter': 4.4, 'height': 2.6}",0.8,2025-12-01 23:31:11
17265,jade,2043,87,P108i was produced by(被生产于),中心透钻小圆孔，底部正中斜向对钻隧孔一 对,0.8,2025-12-01 23:31:11
17266,jade,2043,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17267,jade,2043,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17268,jade,2044,90,P1\text{ is identified by},M12:30,0.8,2025-12-01 23:31:11
17269,jade,2044,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17270,jade,2044,91,$P43\text{ has measurement}$,"{'height': 2.9, 'diameter': 4.6, 'hole_diameter': 2.6}",0.8,2025-12-01 23:31:11
17271,jade,2044,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17272,jade,2044,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17273,jade,2045,90,P1\text{ is identified by},M12:31,0.8,2025-12-01 23:31:11
17274,jade,2045,88,P45 consists o(由...构成)f,带青灰斑纹,0.8,2025-12-01 23:31:11
17275,jade,2045,91,$P43\text{ has measurement}$,"{'height': 2.8, 'diameter': 5.6, 'hole_diameter': 2.8}",0.8,2025-12-01 23:31:11
17276,jade,2045,87,P108i was produced by(被生产于),孔内留有弧线6条,0.8,2025-12-01 23:31:11
17277,jade,2045,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17278,jade,2045,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17279,jade,2046,90,P1\text{ is identified by},M12:33,0.8,2025-12-01 23:31:11
17280,jade,2046,88,P45 consists o(由...构成)f,略有黄斑,0.8,2025-12-01 23:31:11
17281,jade,2046,91,$P43\text{ has measurement}$,"{'height': 2.6, 'diameter': 4, 'hole_diameter': 1.2}",0.8,2025-12-01 23:31:11
17282,jade,2046,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17283,jade,2046,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17284,jade,2047,90,P1\text{ is identified by},M12:34,0.8,2025-12-01 23:31:11
17285,jade,2047,88,P45 consists o(由...构成)f,略带青斑,0.8,2025-12-01 23:31:11
17286,jade,2047,91,$P43\text{ has measurement}$,"{'height': 2.6, 'diameter': 3.2, 'hole_diameter': 0.6}",0.8,2025-12-01 23:31:11
17287,jade,2047,87,P108i was produced by(被生产于),中孔对钻贯通,0.8,2025-12-01 23:31:11
17288,jade,2047,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17289,jade,2047,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17290,jade,2048,90,P1\text{ is identified by},M12:35,0.8,2025-12-01 23:31:11
17291,jade,2048,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17292,jade,2048,91,$P43\text{ has measurement}$,"{'height': 1.8, 'diameter': 2.6, 'hole_diameter': 0.7}",0.8,2025-12-01 23:31:11
17293,jade,2048,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17294,jade,2048,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17295,jade,2049,90,P1\text{ is identified by},M12:37,0.8,2025-12-01 23:31:11
17296,jade,2049,88,P45 consists o(由...构成)f,白玉带黄褐斑,0.8,2025-12-01 23:31:11
17297,jade,2049,91,$P43\text{ has measurement}$,"{'length': 4.6, 'diameter': 2, 'hole_diameter': 0.7}",0.8,2025-12-01 23:31:11
17298,jade,2049,87,P108i was produced by(被生产于),二端对钻贯通,0.8,2025-12-01 23:31:11
17299,jade,2049,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17300,jade,2049,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17301,jade,2050,90,P1\text{ is identified by},M12:39,0.8,2025-12-01 23:31:11
17302,jade,2050,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17303,jade,2050,91,$P43\text{ has measurement}$,{'diameter': 1.2},0.8,2025-12-01 23:31:11
17304,jade,2050,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17305,jade,2050,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17306,jade,2051,90,P1\text{ is identified by},M12:40,0.8,2025-12-01 23:31:11
17307,jade,2051,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17308,jade,2051,91,$P43\text{ has measurement}$,{'diameter': 0.8},0.8,2025-12-01 23:31:11
17309,jade,2051,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17310,jade,2051,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17311,jade,2052,90,P1\text{ is identified by},M12:41,0.8,2025-12-01 23:31:11
17312,jade,2052,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17313,jade,2052,91,$P43\text{ has measurement}$,{'diameter': 0.6},0.8,2025-12-01 23:31:11
17314,jade,2052,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17315,jade,2052,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17316,jade,2053,90,P1\text{ is identified by},M12:44,0.8,2025-12-01 23:31:11
17317,jade,2053,88,P45 consists o(由...构成)f,白色玉,0.8,2025-12-01 23:31:11
17318,jade,2053,91,$P43\text{ has measurement}$,"{'length': 1, 'diameter': 0.6}",0.8,2025-12-01 23:31:11
17319,jade,2053,87,P108i was produced by(被生产于),二端对钻一孔贯通,0.8,2025-12-01 23:31:11
17320,jade,2053,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:11
17321,jade,2053,92,P53 has former or current location,瑶山遗址M12,0.8,2025-12-01 23:31:11
17322,jade,2054,90,P1\text{ is identified by},"M1:6,10,11,16",0.8,2025-12-01 23:31:11
17323,jade,2054,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17324,jade,2054,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17325,jade,2054,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17326,jade,2055,90,P1\text{ is identified by},"M1:6,10,11,17",0.8,2025-12-01 23:31:11
17327,jade,2055,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17328,jade,2055,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17329,jade,2055,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17330,jade,2056,90,P1\text{ is identified by},"M1:6,10,11,18",0.8,2025-12-01 23:31:11
17331,jade,2056,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17332,jade,2056,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17333,jade,2056,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17334,jade,2057,90,P1\text{ is identified by},M1:24,0.8,2025-12-01 23:31:11
17335,jade,2057,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17336,jade,2057,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17337,jade,2057,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17338,jade,2058,90,P1\text{ is identified by},M1:25,0.8,2025-12-01 23:31:11
17339,jade,2058,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17340,jade,2058,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17341,jade,2058,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17342,jade,2059,90,P1\text{ is identified by},M1:26,0.8,2025-12-01 23:31:11
17343,jade,2059,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17344,jade,2059,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17345,jade,2059,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17346,jade,2060,90,P1\text{ is identified by},M1:27,0.8,2025-12-01 23:31:11
17347,jade,2060,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:11
17348,jade,2060,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:11
17349,jade,2060,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:11
17350,jade,2061,90,P1\text{ is identified by},M2:43-1,0.8,2025-12-01 23:31:12
17351,jade,2061,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17352,jade,2061,92,P53 has former or current location,M2,0.8,2025-12-01 23:31:12
17353,jade,2062,90,P1\text{ is identified by},M2:43-2,0.8,2025-12-01 23:31:12
17354,jade,2062,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17355,jade,2062,92,P53 has former or current location,M2,0.8,2025-12-01 23:31:12
17356,jade,2063,90,P1\text{ is identified by},M5:8-2,0.8,2025-12-01 23:31:12
17357,jade,2063,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17358,jade,2063,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17359,jade,2064,90,P1\text{ is identified by},M5:8-1,0.8,2025-12-01 23:31:12
17360,jade,2064,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17361,jade,2064,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17362,jade,2065,90,P1\text{ is identified by},M8:30,0.8,2025-12-01 23:31:12
17363,jade,2065,92,P53 has former or current location,M8,0.8,2025-12-01 23:31:12
17364,jade,2065,85,P2 has type(有类型),佩饰类,0.8,2025-12-01 23:31:12
17365,jade,2066,90,P1\text{ is identified by},M8:31,0.8,2025-12-01 23:31:12
17366,jade,2066,92,P53 has former or current location,M8,0.8,2025-12-01 23:31:12
17367,jade,2066,85,P2 has type(有类型),佩饰类,0.8,2025-12-01 23:31:12
17368,jade,2067,90,P1\text{ is identified by},M9:1-1,0.8,2025-12-01 23:31:12
17369,jade,2067,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17370,jade,2067,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:12
17371,jade,2067,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17372,jade,2068,90,P1\text{ is identified by},M9:1-2,0.8,2025-12-01 23:31:12
17373,jade,2068,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17374,jade,2068,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-01 23:31:12
17375,jade,2068,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17376,jade,2069,90,P1\text{ is identified by},M9:78,0.8,2025-12-01 23:31:12
17377,jade,2069,99,P103 was intended for (被意图用于),实用器,0.8,2025-12-01 23:31:12
17378,jade,2069,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17379,jade,2070,90,P1\text{ is identified by},M10:2-1,0.8,2025-12-01 23:31:12
17380,jade,2070,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17381,jade,2070,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17382,jade,2070,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17383,jade,2071,90,P1\text{ is identified by},M10:2-2,0.8,2025-12-01 23:31:12
17384,jade,2071,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17385,jade,2071,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17386,jade,2071,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17387,jade,2072,90,P1\text{ is identified by},M10:5-1,0.8,2025-12-01 23:31:12
17388,jade,2072,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17389,jade,2072,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17390,jade,2072,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17391,jade,2073,90,P1\text{ is identified by},M10:5-2,0.8,2025-12-01 23:31:12
17392,jade,2073,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17393,jade,2073,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17394,jade,2073,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17395,jade,2074,90,P1\text{ is identified by},M10:5-3,0.8,2025-12-01 23:31:12
17396,jade,2074,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17397,jade,2074,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17398,jade,2074,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17399,jade,2075,90,P1\text{ is identified by},"M11:41,90",0.8,2025-12-01 23:31:12
17400,jade,2075,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17401,jade,2075,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17402,jade,2075,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17403,jade,2076,90,P1\text{ is identified by},"M11:41,91",0.8,2025-12-01 23:31:12
17404,jade,2076,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17405,jade,2076,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17406,jade,2076,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17407,jade,2077,90,P1\text{ is identified by},"M11:41,92",0.8,2025-12-01 23:31:12
17408,jade,2077,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17409,jade,2077,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17410,jade,2077,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17411,jade,2078,90,P1\text{ is identified by},"M14:14,15,18",0.8,2025-12-01 23:31:12
17412,jade,2078,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17413,jade,2078,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17414,jade,2078,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17415,jade,2079,90,P1\text{ is identified by},"M14:14,15,19",0.8,2025-12-01 23:31:12
17416,jade,2079,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17417,jade,2079,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17418,jade,2079,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17419,jade,2080,90,P1\text{ is identified by},"M14:14,15,20",0.8,2025-12-01 23:31:12
17420,jade,2080,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17421,jade,2080,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17422,jade,2080,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17423,jade,2081,90,P1\text{ is identified by},"M14:21,24,26",0.8,2025-12-01 23:31:12
17424,jade,2081,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17425,jade,2081,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17426,jade,2081,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17427,jade,2082,90,P1\text{ is identified by},"M14:21,24,27",0.8,2025-12-01 23:31:12
17428,jade,2082,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17429,jade,2082,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17430,jade,2082,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17431,jade,2083,90,P1\text{ is identified by},"M14:21,24,28",0.8,2025-12-01 23:31:12
17432,jade,2083,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17433,jade,2083,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17434,jade,2083,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17435,jade,2084,90,P1\text{ is identified by},2817,0.8,2025-12-01 23:31:12
17436,jade,2084,85,P2 has type(有类型),锥形器,0.8,2025-12-01 23:31:12
17437,jade,2084,86,P65 shows visual item(展示视觉项),几何纹饰单元,0.8,2025-12-01 23:31:12
17438,jade,2084,87,P108i was produced by(被生产于),切割与成型,0.8,2025-12-01 23:31:12
17439,jade,2084,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17440,jade,2084,89,P44 has condition(有状态),钙化,0.8,2025-12-01 23:31:12
17441,jade,2084,91,$P43\text{ has measurement}$,未提供,0.8,2025-12-01 23:31:12
17442,jade,2084,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17443,jade,2084,93,P108\text{ was produced by},未提供,0.8,2025-12-01 23:31:12
17444,jade,2084,94,P14\text{ carried out by},未提供,0.8,2025-12-01 23:31:12
17445,jade,2084,95,P4\text{ has time-span},未提供,0.8,2025-12-01 23:31:12
17446,jade,2084,96,P7\text{ took place at},未提供,0.8,2025-12-01 23:31:12
17447,jade,2084,97,P106\text{ was found by},未提供,0.8,2025-12-01 23:31:12
17448,jade,2084,98,P46 is composed of,玉锥形器,0.8,2025-12-01 23:31:12
17449,jade,2084,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
17450,jade,2085,90,P1\text{ is identified by},2818,0.8,2025-12-01 23:31:12
17451,jade,2085,85,P2 has type(有类型),锥形器,0.8,2025-12-01 23:31:12
17452,jade,2085,86,P65 shows visual item(展示视觉项),几何纹饰单元,0.8,2025-12-01 23:31:12
17453,jade,2085,87,P108i was produced by(被生产于),切割与成型,0.8,2025-12-01 23:31:12
17454,jade,2085,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-01 23:31:12
17455,jade,2085,89,P44 has condition(有状态),钙化,0.8,2025-12-01 23:31:12
17456,jade,2085,91,$P43\text{ has measurement}$,未提供,0.8,2025-12-01 23:31:12
17457,jade,2085,92,P53 has former or current location,瑶山十二号墓,0.8,2025-12-01 23:31:12
17458,jade,2085,93,P108\text{ was produced by},未提供,0.8,2025-12-01 23:31:12
17459,jade,2085,94,P14\text{ carried out by},未提供,0.8,2025-12-01 23:31:12
17460,jade,2085,95,P4\text{ has time-span},未提供,0.8,2025-12-01 23:31:12
17461,jade,2085,96,P7\text{ took place at},未提供,0.8,2025-12-01 23:31:12
17462,jade,2085,97,P106\text{ was found by},未提供,0.8,2025-12-01 23:31:12
17463,jade,2085,98,P46 is composed of,玉锥形器,0.8,2025-12-01 23:31:12
17464,jade,2085,99,P103 was intended for (被意图用于),装饰,0.8,2025-12-01 23:31:12
